Source,Target,Weight
2023-12-05_1926.txt,2023-12-06_1903.txt,0.7593161249462809
2023-12-05_1926.txt,2023-12-08_1870.txt,0.7537595726469046
2023-12-06_1903.txt,2023-12-08_1870.txt,0.7563895400203481
2023-12-05_1926.txt,2023-12-09_1850.txt,0.7521792283214356
2023-12-06_1903.txt,2023-12-09_1850.txt,0.7548036816633953
2023-12-05_1926.txt,2023-12-07_1887.txt,0.7521792283214356
2023-12-06_1903.txt,2023-12-07_1887.txt,0.7548036816633953
2023-12-05_1926.txt,2023-12-19_1690.txt,0.9496529771934968
2023-12-12_1802.txt,2023-12-19_1690.txt,0.8703948263783367
2023-12-09_1850.txt,2023-12-30_1559.txt,0.9502652189705568
2023-12-16_1730.txt,2023-12-30_1559.txt,0.935696339385256
2023-12-23_1638.txt,2023-12-30_1559.txt,0.9322085296610526
2023-12-07_1887.txt,2023-12-14_1769.txt,0.9502652189705568
2023-12-17_1711.txt,2023-12-24_1625.txt,0.8576251598491429
2023-12-06_1903.txt,2023-12-13_1786.txt,0.8929091320791781
2023-12-06_1903.txt,2023-12-20_1679.txt,0.8880611231552593
2023-12-13_1786.txt,2023-12-20_1679.txt,0.8799354582288909
2023-12-11_1819.txt,2023-12-25_1615.txt,0.8723193641211265
2023-12-18_1701.txt,2023-12-25_1615.txt,0.8244421535303714
2023-12-07_1887.txt,2023-12-21_1667.txt,0.8918871259581844
2023-12-14_1769.txt,2023-12-21_1667.txt,0.9385665266423044
2023-12-08_1870.txt,2023-12-22_1650.txt,0.8876689492728651
2023-12-15_1750.txt,2023-12-22_1650.txt,0.8304784126040212
2023-12-09_1850.txt,2023-12-16_1730.txt,0.8891596868358783
2023-12-09_1850.txt,2023-12-23_1638.txt,0.8858453425645809
2023-12-16_1730.txt,2023-12-23_1638.txt,0.8722641087475588
2023-12-08_1870.txt,2023-12-15_1750.txt,0.8444437250324801
2023-12-11_1819.txt,2023-12-18_1701.txt,0.8184348569237002
2023-12-05_1926.txt,2023-12-12_1802.txt,0.8265730382040041
2024-02-25_957.txt,2024-03-31_203.txt,1.0
2024-01-21_1329.txt,2024-03-31_203.txt,1.0
2024-01-14_1405.txt,2024-03-31_203.txt,1.0
2024-02-18_1049.txt,2024-03-31_203.txt,1.0
2024-03-17_334.txt,2024-03-31_203.txt,0.8223567920392524
2024-02-04_1183.txt,2024-03-31_203.txt,0.927309522126282
2024-01-07_1480.txt,2024-03-31_203.txt,0.9254077840721856
2024-01-28_1248.txt,2024-03-31_203.txt,0.9114628227452513
2024-03-24_272.txt,2024-03-31_203.txt,0.7629384048021864
2024-01-21_1329.txt,2024-02-25_957.txt,1.0
2024-01-14_1405.txt,2024-02-25_957.txt,1.0
2024-02-18_1049.txt,2024-02-25_957.txt,1.0
2024-02-04_1183.txt,2024-02-25_957.txt,0.927309522126282
2024-01-07_1480.txt,2024-02-25_957.txt,0.9254077840721856
2024-01-28_1248.txt,2024-02-25_957.txt,0.9114628227452513
2024-01-21_1329.txt,2024-02-18_1049.txt,1.0
2024-01-14_1405.txt,2024-02-18_1049.txt,1.0
2024-02-04_1183.txt,2024-02-18_1049.txt,0.927309522126282
2024-01-07_1480.txt,2024-02-18_1049.txt,0.9254077840721856
2024-01-28_1248.txt,2024-02-18_1049.txt,0.9114628227452513
2024-01-14_1405.txt,2024-01-21_1329.txt,1.0
2024-01-07_1480.txt,2024-01-21_1329.txt,0.9254077840721856
2024-01-07_1480.txt,2024-01-14_1405.txt,0.9254077840721856
2024-03-06_846.txt,2024-03-27_246.txt,0.9392072411938738
2024-03-14_358.txt,2024-03-27_246.txt,0.8415571322218837
2024-02-07_1162.txt,2024-02-14_1091.txt,0.9355661819261408
2024-01-31_1221.txt,2024-04-17_17.txt,1.0
2024-01-17_1370.txt,2024-04-17_17.txt,1.0
2024-04-04_153.txt,2024-04-17_17.txt,0.937118602692235
2024-01-10_1456.txt,2024-04-17_17.txt,0.9246067349717114
2024-01-24_1295.txt,2024-04-17_17.txt,0.9193838631947764
2024-04-10_81.txt,2024-04-17_17.txt,0.839935986203695
2024-01-17_1370.txt,2024-01-31_1221.txt,1.0
2024-01-10_1456.txt,2024-01-31_1221.txt,0.9246067349717114
2024-01-24_1295.txt,2024-01-31_1221.txt,0.9193838631947764
2024-01-10_1456.txt,2024-01-17_1370.txt,0.9246067349717114
2024-03-05_856.txt,2024-03-26_254.txt,0.939667046880136
2024-03-12_380.txt,2024-03-26_254.txt,0.7922913904859687
2024-01-16_1382.txt,2024-01-30_1226.txt,1.0000000000000002
2024-01-23_1304.txt,2024-01-30_1226.txt,0.9291915624085324
2024-02-06_1170.txt,2024-02-27_934.txt,0.9360507465514124
2024-02-20_1012.txt,2024-02-27_934.txt,0.9279474645647
2024-01-30_1226.txt,2024-04-16_23.txt,1.0000000000000002
2024-01-16_1382.txt,2024-04-16_23.txt,1.0000000000000002
2024-01-23_1304.txt,2024-04-16_23.txt,0.9291915624085324
2024-02-25_957.txt,2024-04-07_116.txt,0.9290385426962448
2024-01-21_1329.txt,2024-04-07_116.txt,0.9290385426962448
2024-01-14_1405.txt,2024-04-07_116.txt,0.9290385426962448
2024-02-18_1049.txt,2024-04-07_116.txt,0.9290385426962448
2024-03-31_203.txt,2024-04-07_116.txt,0.9290385426962448
2024-03-17_334.txt,2024-04-07_116.txt,0.7640011556525061
2024-02-04_1183.txt,2024-04-07_116.txt,0.8615062870645525
2024-01-07_1480.txt,2024-04-07_116.txt,0.8597394991141849
2024-01-28_1248.txt,2024-04-07_116.txt,0.8467840925650542
2024-01-21_1329.txt,2024-02-04_1183.txt,0.927309522126282
2024-01-14_1405.txt,2024-02-04_1183.txt,0.927309522126282
2024-01-07_1480.txt,2024-02-04_1183.txt,0.8581394500199201
2024-01-28_1248.txt,2024-02-04_1183.txt,0.8452081545957711
2024-01-12_1429.txt,2024-01-19_1351.txt,0.927211953949209
2024-02-02_1201.txt,2024-02-23_977.txt,0.936583392786222
2024-01-15_1394.txt,2024-01-29_1237.txt,0.927211953949209
2024-01-22_1317.txt,2024-01-29_1237.txt,1.0
2024-01-15_1394.txt,2024-02-19_1031.txt,0.927211953949209
2024-01-29_1237.txt,2024-02-19_1031.txt,1.0
2024-01-22_1317.txt,2024-02-19_1031.txt,1.0
2024-02-05_1175.txt,2024-02-19_1031.txt,0.936583392786222
2024-02-12_1118.txt,2024-02-19_1031.txt,0.927211953949209
2024-01-15_1394.txt,2024-01-22_1317.txt,0.927211953949209
2024-03-01_894.txt,2024-03-29_220.txt,0.940172432298406
2024-03-08_819.txt,2024-03-29_220.txt,0.940172432298406
2024-03-22_285.txt,2024-03-29_220.txt,0.8003774996525276
2024-01-04_1505.txt,2024-01-11_1444.txt,0.9351933199204724
2024-02-01_1211.txt,2024-02-22_989.txt,0.9368708760260598
2024-01-18_1360.txt,2024-01-25_1284.txt,1.0000000000000002
2024-01-11_1444.txt,2024-01-25_1284.txt,1.0000000000000002
2024-01-04_1505.txt,2024-01-25_1284.txt,0.9351933199204724
2024-03-16_343.txt,2024-03-30_214.txt,0.844611196028
2024-03-02_885.txt,2024-03-30_214.txt,0.9404451825074212
2024-03-09_810.txt,2024-03-30_214.txt,0.9404451825074212
2024-03-23_277.txt,2024-03-30_214.txt,0.844611196028
2024-01-11_1444.txt,2024-01-18_1360.txt,1.0000000000000002
2024-01-04_1505.txt,2024-01-18_1360.txt,0.9351933199204724
2024-01-25_1284.txt,2024-04-11_71.txt,1.0000000000000002
2024-01-18_1360.txt,2024-04-11_71.txt,1.0000000000000002
2024-01-11_1444.txt,2024-04-11_71.txt,1.0000000000000002
2024-01-04_1505.txt,2024-04-11_71.txt,0.9351933199204724
2024-01-06_1490.txt,2024-01-27_1257.txt,0.9351933199204724
2024-01-20_1339.txt,2024-01-27_1257.txt,0.9288598289485808
2024-01-13_1413.txt,2024-01-27_1257.txt,0.926107430187622
