filename-1,filename-2,similarity,title-1,year-1,month-1,day-1,title-2,year-2,month-2,day-2,topic_1,topic_2
2024-03-22_285.txt,2024-03-29_220.txt,0.8003774996525276,"Is­rael’s war on Gaza: List of key events, day 168",2024,3,22,"Israel’s war on Gaza: List of key events, day 175",2024,3,29,46,46
2024-01-04_1505.txt,2024-01-11_1444.txt,0.9351933199204724,"Israel’s war on Gaza: List of key events, day 90",2024,1,4,"Israel’s war on Gaza: List of key events, day 97",2024,1,11,32,32
2024-02-01_1211.txt,2024-02-22_989.txt,0.9368708760260598,"Israel’s war on Gaza: List of key events, day 118",2024,2,1,"Israel’s war on Gaza: List of key events, day 139",2024,2,22,72,72
2024-01-18_1360.txt,2024-01-25_1284.txt,1.0000000000000002,"Israel’s war on Gaza: List of key events, day 104",2024,1,18,"Israel’s war on Gaza: List of key events, day 111",2024,1,25,32,32
2024-01-11_1444.txt,2024-01-25_1284.txt,1.0000000000000002,"Israel’s war on Gaza: List of key events, day 97",2024,1,11,"Israel’s war on Gaza: List of key events, day 111",2024,1,25,32,32
2024-01-04_1505.txt,2024-01-25_1284.txt,0.9351933199204724,"Israel’s war on Gaza: List of key events, day 90",2024,1,4,"Israel’s war on Gaza: List of key events, day 111",2024,1,25,32,32
2024-03-16_343.txt,2024-03-30_214.txt,0.844611196028,"Is­rael’s war on Gaza: List of key events, day 162",2024,3,16,"Israel’s war on Gaza: List of key events, day 176",2024,3,30,46,46
2024-03-02_885.txt,2024-03-30_214.txt,0.9404451825074212,"Israel’s war on Gaza: List of key events, day 148",2024,3,2,"Israel’s war on Gaza: List of key events, day 176",2024,3,30,46,46
2024-03-09_810.txt,2024-03-30_214.txt,0.9404451825074212,"Israel’s war on Gaza: List of key events, day 155",2024,3,9,"Israel’s war on Gaza: List of key events, day 176",2024,3,30,46,46
2024-03-23_277.txt,2024-03-30_214.txt,0.844611196028,"Is­rael’s war on Gaza: List of key events, day 169",2024,3,23,"Israel’s war on Gaza: List of key events, day 176",2024,3,30,46,46
2024-01-11_1444.txt,2024-01-18_1360.txt,1.0000000000000002,"Israel’s war on Gaza: List of key events, day 97",2024,1,11,"Israel’s war on Gaza: List of key events, day 104",2024,1,18,32,32
2024-01-04_1505.txt,2024-01-18_1360.txt,0.9351933199204724,"Israel’s war on Gaza: List of key events, day 90",2024,1,4,"Israel’s war on Gaza: List of key events, day 104",2024,1,18,32,32
2024-01-25_1284.txt,2024-04-11_71.txt,1.0000000000000002,"Israel’s war on Gaza: List of key events, day 111",2024,1,25,"Israel’s war on Gaza: List of key events, day 188",2024,4,11,32,32
2024-01-18_1360.txt,2024-04-11_71.txt,1.0000000000000002,"Israel’s war on Gaza: List of key events, day 104",2024,1,18,"Israel’s war on Gaza: List of key events, day 188",2024,4,11,32,32
2024-01-11_1444.txt,2024-04-11_71.txt,1.0000000000000002,"Israel’s war on Gaza: List of key events, day 97",2024,1,11,"Israel’s war on Gaza: List of key events, day 188",2024,4,11,32,32
2024-01-04_1505.txt,2024-04-11_71.txt,0.9351933199204724,"Israel’s war on Gaza: List of key events, day 90",2024,1,4,"Israel’s war on Gaza: List of key events, day 188",2024,4,11,32,32
2024-01-06_1490.txt,2024-01-27_1257.txt,0.9351933199204724,"Israel’s war on Gaza: List of key events, day 92",2024,1,6,"Israel’s war on Gaza: List of key events, day 113",2024,1,27,32,32
2024-01-20_1339.txt,2024-01-27_1257.txt,0.9288598289485808,"Israel’s war on Gaza: List of key events, day 106",2024,1,20,"Israel’s war on Gaza: List of key events, day 113",2024,1,27,32,32
2024-01-13_1413.txt,2024-01-27_1257.txt,0.926107430187622,"Israel’s war on Gaza: List of key events, day 99",2024,1,13,"Israel’s war on Gaza: List of key events, day 113",2024,1,27,32,32
2024-01-21_1329.txt,2024-01-28_1248.txt,0.9114628227452513,"Israel’s war on Gaza: List of key events, day 107",2024,1,21,"Israel’s war on Gaza: List of key events, day 114",2024,1,28,68,68
2024-01-14_1405.txt,2024-01-28_1248.txt,0.9114628227452513,"Israel’s war on Gaza: List of key events, day 100",2024,1,14,"Israel’s war on Gaza: List of key events, day 114",2024,1,28,68,68
2024-01-07_1480.txt,2024-01-28_1248.txt,0.8434747910608625,"Israel’s war on Gaza: List of key events, day 93",2024,1,7,"Israel’s war on Gaza: List of key events, day 114",2024,1,28,68,68
2024-02-25_957.txt,2024-03-17_334.txt,0.8223567920392524,"Israel’s war on Gaza: List of key events, day 142",2024,2,25,"Is­rael’s war on Gaza: List of key events, day 163",2024,3,17,68,68
2024-01-21_1329.txt,2024-03-17_334.txt,0.8223567920392524,"Israel’s war on Gaza: List of key events, day 107",2024,1,21,"Is­rael’s war on Gaza: List of key events, day 163",2024,3,17,68,68
2024-01-14_1405.txt,2024-03-17_334.txt,0.8223567920392524,"Israel’s war on Gaza: List of key events, day 100",2024,1,14,"Is­rael’s war on Gaza: List of key events, day 163",2024,3,17,68,68
2024-02-18_1049.txt,2024-03-17_334.txt,0.8223567920392524,"Israel’s war on Gaza: List of key events, day 135",2024,2,18,"Is­rael’s war on Gaza: List of key events, day 163",2024,3,17,68,68
2024-02-04_1183.txt,2024-03-17_334.txt,0.7625792838432215,"Israel’s war on Gaza: List of key events, day 121",2024,2,4,"Is­rael’s war on Gaza: List of key events, day 163",2024,3,17,68,68
2024-01-07_1480.txt,2024-03-17_334.txt,0.7610153766377559,"Israel’s war on Gaza: List of key events, day 93",2024,1,7,"Is­rael’s war on Gaza: List of key events, day 163",2024,3,17,68,68
2024-03-10_399.txt,2024-03-17_334.txt,0.8825618122670772,"Is­rael’s war on Gaza: List of key events, day 156",2024,3,10,"Is­rael’s war on Gaza: List of key events, day 163",2024,3,17,68,68
2024-03-17_338.txt,2024-03-23_278.txt,1.0000000000000004,Israel’s war on Gaza updates: Rafah invasion to be ‘avoided at all costs’,2024,3,17,Israel’s war on Gaza updates: UN chief says blocked aid a ‘moral outrage’,2024,3,23,56,56
2024-03-16_344.txt,2024-03-23_278.txt,0.9774918563694251,Israel’s war on Gaza updates: ‘Humanitarian catastrophe’ must not escalate,2024,3,16,Israel’s war on Gaza updates: UN chief says blocked aid a ‘moral outrage’,2024,3,23,56,56
2024-03-22_289.txt,2024-03-23_278.txt,0.902275724668934,"Israel’s war on Gaza updates: Russia, China veto US resolution on Gaza",2024,3,22,Israel’s war on Gaza updates: UN chief says blocked aid a ‘moral outrage’,2024,3,23,56,56
2024-03-20_313.txt,2024-03-23_278.txt,0.9312575078880938,Israel’s war on Gaza updates: Israel ‘negative’ on Hamas truce proposal,2024,3,20,Israel’s war on Gaza updates: UN chief says blocked aid a ‘moral outrage’,2024,3,23,56,56
2024-03-12_381.txt,2024-03-23_278.txt,0.963087062849196,Israel’s war on Gaza updates: ‘This war is a war on children’ – UN,2024,3,12,Israel’s war on Gaza updates: UN chief says blocked aid a ‘moral outrage’,2024,3,23,56,56
2024-03-21_301.txt,2024-03-23_278.txt,0.7702374324961562,Israel’s war on Gaza updates: ‘Rafah is Gaza’s last hope’ – UNICEF,2024,3,21,Israel’s war on Gaza updates: UN chief says blocked aid a ‘moral outrage’,2024,3,23,56,56
2024-03-17_338.txt,2024-03-27_248.txt,1.0000000000000004,Israel’s war on Gaza updates: Rafah invasion to be ‘avoided at all costs’,2024,3,17,Israel’s war on Gaza updates: Ceasefire hopes ‘drowned out by bombs’,2024,3,27,56,56
2024-03-23_278.txt,2024-03-27_248.txt,1.0000000000000004,Israel’s war on Gaza updates: UN chief says blocked aid a ‘moral outrage’,2024,3,23,Israel’s war on Gaza updates: Ceasefire hopes ‘drowned out by bombs’,2024,3,27,56,56
